GTEx_bladder	GTEx_prostate	GTEx_thyroid	TCGA_bladder	TCGA_prostate	TCGA_thyroid
AHNAK2	6.2664	0.9662	6.2664	10446.1942	542	217.7412
AHR	6.7835	6.2207	6.7835	1784.7769	1989.6	1088.706
AHRR	0.263	1.0689	0.263	19.2476	11.2	45.155
AHSA1	45.3178	24.359	45.3178	2125.9843	1790	1093.9695
AHSA2	23.6503	63.3043	23.6503	178.4777	212.8	299.7404
AHSG	0.0261	0.029	0.0261	0	0	0
AHSP	0.0797	0.7519	0.0797	0	0.4	0.277
AICDA	0	0.0088	0	0.8749	8	0.277
AIDA	11.3716	6.1703	11.3716	1715.6605	1109.68	728.879
AIF1	6.3345	7.4812	6.3345	480.315	380.8	57.3441
AIF1L	3.8873	4.0907	3.8873	341.2073	519.6	11097.5985
AIFM1	8.6331	6.9208	8.6331	830.2712	736.4	653.5006
AIFM2	7.5839	2.9181	7.5839	620.2975	264.8	625.7982
AIFM3	0.4048	1.0004	0.4048	4.3745	34.288	9.6959
AIG1	2.789	3.7482	2.789	518.8101	972.4	1253.2585
AIM1	1.2391	13.212	1.2391	108.4864	4450.8	524.4072
AIM1L	0.0986	1.4028	0.0986	0	24.8	1.1081
AIM2	0.1784	0.198	0.1784	10.4987	27.6	0.8311
AIMP1	17.4391	12.2029	17.4391	949.2563	1441.6	1441.552
AIMP2	9.6915	1.9794	9.6915	367.7515	358.856	615.7034
AIP	38.7525	34.6479	38.7525	1278.2152	1431.6	1230.5425
AIPL1	0	0	0	0	0.4	0
AIRE	0.0356	0.168	0.0356	0	1.2	0
AJAP1	0.0542	0.525	0.0542	3.4996	27.6	13.0201
AK1	13.1455	11.4265	13.1455	839.0201	324.4	1792.9021
AK2	16.212	16.838	16.212	1221.3473	2175.2	2407.6193
AK3	24.3485	32.3988	24.3485	2883.6395	3130	1965.4883
AK5	0.106	1.2777	0.106	30.6212	54	7.2026
AK7	0.2327	0.2272	0.2327	5.2493	44.4	101.1139
AKAP1	61.2764	21.6662	61.2764	2952.7559	2379.6	2727.3055
AKAP10	8.5608	7.0144	8.5608	524.0595	687.2	599.7579
AKAP11	8.3795	4.6038	8.3795	2823.2721	1437.6	1651.6196
AKAP12	25.5875	21.0775	25.5875	9905.5118	1935.2	2339.4713
AKAP13	22.3025	9.8201	22.3025	8165.3543	1536.8	4404.1343
AKAP14	0.0955	0.1695	0.0955	0	0	0.277
AKAP2	0.5816	0	0.5816	4788.8976	612.3	1289.5376
AKAP3	0.1649	0.2711	0.1649	27.9965	30.8	78.952
AKAP4	0.0441	0.0489	0.0441	1.7498	0	0
AKAP5	0.2804	0.3112	0.2804	52.4934	63.2	50.9725
AKAP6	3.5639	0.446	3.5639	3560.8049	118	399.4692
AKAP7	2.5494	4.4182	2.5494	272.9659	1104.4	222.7276
AKAP8	12.5201	11.9945	12.5201	603.6745	644.4	921.9373
AKAP8L	24.8291	72.1861	24.8291	753.2808	616.4	985.3759
AKAP9	3.911	8.8846	3.911	1210.8486	1872.8	2402.0788
AKIRIN1	32.7161	13.9383	32.7161	2322.8346	2337.2	1566.0191
AKIRIN2	20.8518	11.4263	20.8518	861.7673	441.2	567.069
AKNA	4.4398	6.2159	4.4398	643.9195	670.4	518.5897
AKNAD1	0.0376	0.1094	0.0376	0.8749	0.4	0
AKR1A1	14.7288	31.1167	14.7288	935.2581	3331.6	2230.8777
AKR1B1	27.4556	22.6538	27.4556	1224.8469	814.4	992.8555
AKR1B10	41.8879	0.0285	41.8879	613.2983	4.4	2.2162
AKR1B15	1.4607	0.0147	1.4607	2.6247	1.6	0.554
AKR1C1	6.8278	2.2264	6.8278	481.1899	162.4	188.3766
AKR1C2	2.2009	0.5978	2.2009	486.4392	136.4	92.2491
AKR1C3	3.3171	2.2291	3.3171	191.601	230.8	135.1879
AKR1C4	0.0158	0	0.0158	0	0	0.554
AKR1CL1	0	0	0	0	0	0
AKR1D1	0	0	0	0	3.2	3.3243
AKR1E2	1.4088	0.6993	1.4088	21.8723	20	32.6889
AKR7A2	21.9578	29.6201	21.9578	548.5564	1284.8	957.9505
AKR7A3	0.6943	2.9799	0.6943	0.8749	7.6	18.0066
AKR7L	0.1133	0.5568	0.1133	0.8749	8.4	10.5269
AKT1	44.8266	46.0489	44.8266	5090.9886	3894.4	3898.5647
AKT1S1	17.3258	15.2569	17.3258	879.2651	882.8	1196.4685
AKT2	16.4637	25.9367	16.4637	2557.3053	2436	7690.198
AKT3	12.8183	6.5629	12.8183	2961.5048	1491.6	1069.0373
AKTIP	8.6727	3.8805	8.6727	917.1129	897.372	742.8992
ALAD	11.2268	11.0376	11.2268	1730.5337	1944.8	2415.93
ALAS1	20.856	9.929	20.856	1174.9781	943.2	1233.5898
ALAS2	0.0121	1.1721	0.0121	3.4996	1.2	8.0337
ALB	0.7722	1.5442	0.7722	0	4.4	16.6215
ALCAM	6.1593	16.8818	6.1593	1800.5249	4541.2	3010.1474
ALDH16A1	12.4382	12.7468	12.4382	454.0682	347.6	565.6839
ALDH18A1	11.8272	13.3019	11.8272	1105.8618	1480.8	2946.9858
ALDH1A1	7.7766	34.8902	7.7766	898.5127	1482	7945.8916
ALDH1A2	5.0413	8.6891	5.0413	41.9948	764	24.3781
ALDH1A3	9.3325	54.3096	9.3325	265.3718	8424.308	11.5048
ALDH1B1	80.0433	5.4724	80.0433	22843.3946	1134.4	819.4382
ALDH1L1	6.3988	4.1512	6.3988	90.1137	384.8	35.7362
ALDH1L2	1.8081	0.8298	1.8081	365.7043	78.4	141.8365
ALDH2	119.7477	76.1071	119.7477	9013.1234	3187.2	3529.2912
ALDH3A1	0.0613	0.3399	0.0613	6.1242	59.6	18.8377
ALDH3A2	14.1388	34.0201	14.1388	1601.9248	5544.4	4137.6368
ALDH3B1	3.8965	1.1473	3.8965	361.3298	164.8	97.2356
ALDH3B2	0.1971	1.0776	0.1971	0	457.2	1.1081
ALDH4A1	7.5608	46.6136	7.5608	545.0569	3936	506.9547
ALDH5A1	1.8621	6.0325	1.8621	195.1006	1060.4	1218.3534
ALDH6A1	8.0708	3.8231	8.0708	503.727	1278.872	550.2952
ALDH7A1	4.8244	11.8469	4.8244	1028.8714	2308.8	2201.5131
ALDH8A1	0.5311	0.5547	0.5311	27.1216	3.2	8.3107
ALDH9A1	31.6839	27.4355	31.6839	2296.5879	4788	6518.1077
ALDOA	238.1052	165.0969	238.1052	22951.881	12002.8	17524.8422
ALDOB	0.1188	0.3245	0.1188	1.7498	2.4	9.6959
ALDOC	9.1854	8.2119	9.1854	367.4541	568.4	276.7474
ALG1	2.8451	2.3827	2.8451	285.6168	700.828	630.9287
ALG10	0.9095	0.4541	0.9095	48.119	210.4	132.6947
ALG10B	0.5563	0.3751	0.5563	142.6072	472.4	406.1178
ALG11	0.4663	0.1418	0.4663	19.2476	8.8	15.7904
ALG12	13.7269	17.8385	13.7269	417.3228	666.8	1021.9431
ALG13	6.4583	9.5951	6.4583	464.5669	968.4	632.1697
ALG14	3.4491	3.8271	3.4491	74.3657	392.8	337.6928
ALG1L	0.4453	2.0379	0.4453	2.9484	33.128	33.5948
ALG1L2	0.1697	0.1883	0.1697	0	0	0.277
ALG2	9.0134	10.6017	9.0134	373.5783	1828	1214.7521
ALG3	19.9114	11.0261	19.9114	450.5687	576.4	570.9473
ALG5	8.4849	8.7803	8.4849	412.0735	1434	1258.799
ALG6	1.7288	2.787	1.7288	86.6142	280	243.7815
ALG8	6.3404	5.1745	6.3404	277.3403	699.2	796.7222
ALG9	2.1249	3.0085	2.1249	1428.6964	540	601.42
ALK	0.0293	0.0903	0.0293	11.3736	0.4	14.1282
ALKBH1	6.1282	3.5222	6.1282	179.3526	302.8	268.4367
ALKBH2	10.2337	3.7895	10.2337	203.8495	262.8	280.3487
ALKBH3	7.395	9.4085	7.395	279.965	586.8	372.3208
ALKBH4	3.2889	2.6854	3.2889	97.979	278.78	373.1103
ALKBH5	43.1328	37.5391	43.1328	3131.1199	2466.288	2869.6212
ALKBH6	7.1111	10.1798	7.1111	129.4838	129.6	114.6881
ALKBH7	17.9578	51.8067	17.9578	568.6789	1375.2	894.2348
ALKBH8	2.0483	1.1198	2.0483	242.3447	191.2	322.4564
ALLC	0.0691	0.138	0.0691	1.7498	1.2	0
ALMS1	3.2232	2.6106	3.2232	857.3928	409.6	962.3829
ALMS1P	0.1219	0.6462	0.1219	0	2.8	5.8175
ALOX12	0.7837	1.4639	0.7837	6.1242	4.4	5.2801
ALOX12B	0.0126	0.9619	0.0126	0	4.4	0.8311
ALOX12P2	0.0446	3.468	0.0446	0	27.2	42.1077
ALOX15	0.0476	0.0528	0.0476	0	6.4	0.554
ALOX15B	1.5213	145.2926	1.5213	0	5834.8	24.3781
ALOX5	7.6112	7.7707	7.6112	265.9668	639.6	53.7427
ALOX5AP	8.8007	4.0688	8.8007	237.0954	233.2	72.3034
ALOXE3	0.006	0.2726	0.006	2.6247	5.6	5.2635
ALPI	0	0	0	0	0	2.2162
ALPK1	13.804	4.6328	13.804	413.8233	332.8	414.4285
ALPK2	0.0518	0.2358	0.0518	24.4969	14.8	4.9864
ALPK3	2.6307	1.3843	2.6307	1543.3071	91.6	380.9086
ALPL	2.6534	7.1915	2.6534	104.112	162.4	81.7222
ALPP	0	0.0418	0	0	0	0
ALPPL2	0	0	0	0	0	0
ALS2	4.1493	4.3312	4.1493	545.0569	498.4	567.346
ALS2CL	2.9328	7.5546	2.9328	228.3465	134.4	912.2414
ALS2CR11	0.0625	0.1021	0.0625	6.1242	5.6	9.6959
ALS2CR12	0.3383	0.2435	0.3383	7.874	1.2	21.8849
ALX1	0.217	0.0344	0.217	3.4996	1.6	0.8311
ALX3	1.5907	1.4574	1.5907	8.7489	14	34.9051
ALX4	0.0429	0.0173	0.0429	0	1.2	1.6621
AMACR	0.8102	1.986	0.8102	252.8434	938	208.0453
AMBN	0	0	0	0	0	0
AMBP	0.1124	0.2961	0.1124	0.8749	1.2	7.4797
AMBRA1	5.3761	5.3943	5.3761	769.0289	641.6	916.1198
AMD1	28.4491	168.3246	28.4491	2414.6982	16711.44	2579.6514
AMDHD1	0.3381	0.1382	0.3381	8.7489	5.6	2.2162
AMDHD2	7.1686	8.8141	7.1686	154.8556	257.344	156.5465
AMELX	0	0	0	0	0.4	0
AMELY	0	0.1178	0	0	0.8	0
AMFR	18.2506	11.3899	18.2506	2228.3465	2764.4	2931.7495
AMH	0.5609	1.2059	0.5609	0.8749	3.6	1.1081
AMHR2	0.0586	0.065	0.0586	4.3745	2.8	0
AMICA1	0.4266	4.4089	0.4266	170.6037	238	72.0264
AMIGO1	3.4099	4.2427	3.4099	156.6054	227.2	167.8768
AMIGO2	2.3268	3.1125	2.3268	3189.8425	461.996	119.3975
AMMECR1	1.083	1.0185	1.083	260.7174	224	218.5723
AMMECR1L	8.3472	7.5547	8.3472	663.1671	619.6	634.3859
AMN	0.141	1.6163	0.141	2.6247	5.2	4.1554
AMN1	3.4738	1.005	3.4738	229.2213	310	225.7749
AMOT	1.6205	2.7365	1.6205	454.0682	528.4	582.5824
AMOTL1	33.2919	10.3899	33.2919	12629.9213	3080.4	1494.2697
AMOTL2	15.5285	12.8255	15.5285	8889.7638	919.6	2717.3326
AMPD1	0.0465	0.0207	0.0465	2.6247	3.2	0
AMPD2	7.4562	17.3525	7.4562	613.2983	598.4	559.5893
AMPD3	1.1043	4.9465	1.1043	57.7428	683.6	152.0864
AMPH	1.023	0.8664	1.023	48.119	22	3.3243
AMT	5.7901	36.7579	5.7901	287.839	721.46	262.489
AMTN	0	0.6712	0	0	16.4	0
AMY1A	0	0	0	0.8749	0.4	94.1883
AMY2A	0.2581	0.8441	0.2581	0.8749	0	1.6621
AMY2B	4.5447	9.7566	4.5447	62.1172	88.728	300.9732
AMZ1	0.0524	0.0872	0.0524	2.6247	5.2	1.1081
AMZ2	12.6182	9.3178	12.6182	1010.4987	1237.2	1247.441
AMZ2P1	2.7291	3.3568	2.7291	237.0954	289.6	171.7551
ANAPC1	4.3039	4.0152	4.3039	688.5389	532.8	494.4886
ANAPC10	2.9883	1.885	2.9883	123.3596	183.6	173.9713
ANAPC11	8.3664	9.4624	8.3664	887.1391	1862.8	798.3844
ANAPC13	26.454	30.9433	26.454	834.8906	2127.196	2138.033
ANAPC16	25.5541	27.8326	25.5541	3029.7463	5365.2	3538.156
ANAPC2	11.7166	33.1405	11.7166	650.0437	668.8	661.5343
ANAPC4	12.0407	16.3491	12.0407	539.8075	466	513.8803
ANAPC5	28.6989	33.6606	28.6989	1651.7935	3114.8	2259.4112
ANAPC7	12.9421	15.7797	12.9421	888.014	1036	999.2271
ANG	0.2113	0	0.2113	157.0691	1221.804	107.5603
ANGEL1	6.7076	6.5361	6.7076	322.8346	479.6	494.2116
ANGEL2	4.4353	5.1039	4.4353	476.8154	905.6	676.2166
ANGPT1	1.7411	2.6683	1.7411	417.3228	1095.6	158.458
ANGPT2	2.2169	1.4101	2.2169	182.8521	108.4	370.9357
ANGPT4	0.7048	0.3205	0.7048	1.7498	0.8	11.358
ANGPTL1	23.9621	1.4536	23.9621	1436.5704	81.2	1879.0567
ANGPTL2	43.5596	11.8819	43.5596	6072.6159	763.6	318.8551
ANGPTL3	0.1241	0.0765	0.1241	0	4	0
ANGPTL4	17.2906	65.8761	17.2906	583.5521	424.8	326.3348
ANGPTL5	0.1135	0	0.1135	25.3718	2.4	1.1081
ANGPTL6	0.0895	0.1489	0.0895	0	4.192	1.4101
ANGPTL7	8.148	4.9647	8.148	349.0814	18	1.9392
ANK1	0.0785	0.2998	0.0785	8.7489	64.8	4.1554
ANK2	1.6611	1.4561	1.6611	1749.7813	329.6	828.5801
ANK3	0.6146	2.1944	0.6146	293.9633	1001.2	2601.2594
ANKAR	1.1155	1.0533	1.1155	34.1207	92	67.594
ANKDD1A	3.0777	4.539	3.0777	207.3491	111.6	203.613
ANKFN1	0.3266	0.0478	0.3266	1.7498	3.6	0.554
ANKFY1	9.9017	12.4811	9.9017	1692.0385	1371.6	1720.0447
ANKH	3.6528	19.5641	3.6528	957.1304	7850.8	1524.7424
ANKHD1	13.3656	25.4153	13.3656	1771.6623	1633.468	2934.4172
ANKIB1	6.8043	4.6986	6.8043	1216.098	1138	1465.1822
ANKK1	0.2069	2.8607	0.2069	2.6247	14.8	19.6687
ANKLE1	0.4846	0.8374	0.4846	6.9991	5.2	3.8783
ANKLE2	5.2233	5.5791	5.2233	1187.2266	1213.6	1272.9272
ANKMY1	2.0915	3.6822	2.0915	117.2353	170.8	228.8222
ANKMY2	6.2559	6.8805	6.2559	566.9291	474.8	777.8846
ANKRA2	8.2893	14.3899	8.2893	257.2178	761.2	506.4006
ANKRD1	0.0906	0.5401	0.0906	222.2222	3.2	0
ANKRD10	25.7152	61.3591	25.7152	1293.5696	1223.036	927.3559
ANKRD11	10.3985	10.2673	10.3985	2772.9309	1435.14	2910.9145
ANKRD12	5.6044	3.5278	5.6044	1662.2922	1048	1416.4259
ANKRD13A	11.3469	10.7664	11.3469	2507.4366	1069.2	2206.7766
ANKRD13B	4.5313	4.4862	4.5313	172.3535	33.2	26.5943
ANKRD13C	5.4262	6.0641	5.4262	671.0411	864	691.1759
ANKRD13D	11.4458	22.4826	11.4458	569.5538	469.2	292.5378
ANKRD16	4.7174	4.7609	4.7174	89.2388	139.576	154.8373
ANKRD17	10.1623	8.6048	10.1623	2195.9755	1652.4	2322.2958
ANKRD2	0.0891	0.2141	0.0891	2.6247	2.4	0
ANKRD20A3	0.0079	0.0484	0.0079	6.1242	31.6	29.6416
ANKRD20A4	0	0.1442	0	5.2493	0	8.5878
ANKRD22	0.1163	3.0121	0.1163	2.6247	556	12.7431
ANKRD23	2.4459	4.7493	2.4459	22.7472	38	27.7024
ANKRD24	0.8562	5.178	0.8562	17.4978	38	92.5262
ANKRD26	1.5848	2.1988	1.5848	244.0945	138.8	232.7005
ANKRD26P1	0.1048	0	0.1048	1.7498	0	0
ANKRD27	8.1579	4.4946	8.1579	2517.0604	1080	1151.0365
ANKRD28	4.2675	6.1273	4.2675	629.9213	792.4	1532.2221
ANKRD29	4.6298	3.2328	4.6298	242.3447	258.4	13.5742
ANKRD30A	0.0181	0	0.0181	0	0.4	0
ANKRD30B	0.0079	0.0351	0.0079	0.8749	0	0.277
ANKRD31	0.0441	0.0815	0.0441	0	2.4	3.0473
ANKRD32	0.6659	1.1125	0.6659	31.4961	105.2	113.026
ANKRD33	0.0221	0	0.0221	0.8749	0	0
ANKRD34A	0.4467	1.3492	0.4467	75.2406	29.2	11.081
ANKRD34B	0.0111	0.0371	0.0111	0	10	0.277
ANKRD34C	0.0083	0.0092	0.0083	0	1.2	0.277
ANKRD35	5.4832	3.3767	5.4832	335.958	217.2	16.8985
ANKRD36	0.9351	1.0626	0.9351	93.6133	102.4	140.7284
ANKRD36B	0.398	1.1351	0.398	18.3727	26.8	32.9659
ANKRD36BP1	2.1659	0.7824	2.1659	82.2397	163.6	93.3572
ANKRD37	4.2355	30.5587	4.2355	279.3876	641.612	221.6057
ANKRD39	7.9279	10.4915	7.9279	159.2301	258.4	112.1949
ANKRD40	20.5473	8.83	20.5473	2946.6317	1132.4	1093.4154
ANKRD42	2.7828	3.0264	2.7828	219.5976	230.8	526.0694
ANKRD44	2.4243	1.2378	2.4243	141.7323	107.2	44.878
ANKRD45	0.1239	0.086	0.1239	4.3745	50.8	16.8985
ANKRD46	4.0185	3.011	4.0185	391.951	746.432	814.6402
ANKRD49	5.9083	6.9222	5.9083	155.7305	434.8	525.5153
ANKRD50	2.9346	2.4535	2.9346	1982.5022	795.2	686.7436
ANKRD52	7.5973	3.4216	7.5973	1692.0385	914.8	1166.8269
ANKRD53	1.3552	1.7202	1.3552	32.371	18	83.3844
ANKRD54	8.0601	8.8242	8.0601	442.6947	349.6	563.4677
ANKRD55	0.015	0.0083	0.015	2.6247	4.8	1.3851
ANKRD6	0.9787	0.7919	0.9787	296.9204	301.5	353.1563
ANKRD7	0.0867	0.1443	0.0867	2.6247	4.4	5.8175
ANKRD9	5.5033	26.6281	5.5033	79.615	129.2	30.7497
ANKS1A	18.1771	10.2572	18.1771	3783.0271	550.4	1129.9826
ANKS1B	0.451	0.4348	0.451	209.9738	18.8	306.666
ANKS3	6.5586	16.1963	6.5586	239.72	287.6	366.5033
ANKS4B	0	0	0	0	0.8	0.277
ANKS6	5.1221	3.5235	5.1221	441.8198	286.4	1224.1709
ANKZF1	15.2995	48.5086	15.2995	321.0849	432.8	456.8133
ANLN	0.2574	0.0739	0.2574	308.8364	47.6	13.8512
ANO1	1.4487	7.1274	1.4487	109.3613	841.6	1320.8525
ANO10	5.8823	5.1272	5.8823	747.1566	494.4	833.2895
ANO2	0.7117	0.6657	0.7117	9.6238	24.8	9.1418
ANO3	0.0331	0.04	0.0331	1.7498	2.8	20.7768
ANO4	0.0314	1.0297	0.0314	7.874	338.8	3.0473
ANO5	1.909	0.6773	1.909	776.9029	506	329.9361
ANO6	21.2375	4.9559	21.2375	7774.2782	1374.4	1362.1291
ANO7	0.1947	152.4778	0.1947	14.8731	2192.8	20.2228
ANO8	2.7504	7.8169	2.7504	89.2388	138.8	158.1809
ANO9	0.3789	13.4942	0.3789	10.4987	87.6	74.7966
ANP32A	8.6665	12.7413	8.6665	1559.93	2725.6	2163.5608
ANP32B	73.7204	48.3699	73.7204	3006.9991	1895.2	2778.278
ANP32C	0.0636	0	0.0636	1.7498	5.6	1.1081
ANP32D	0	0.2511	0	0	1.2	0.277
ANP32E	12.5083	8.1455	12.5083	1504.8119	811.6	1935.0156
ANPEP	7.7411	84.3731	7.7411	276.4654	5986.4	95.2964
ANTXR1	28.4518	12.0233	28.4518	6750.6562	2755.6	4319.9189
ANTXR2	31.7854	15.326	31.7854	13604.5494	6970.4	221.6195
ANTXRL	0.0776	0.0191	0.0776	0	0	0.554
ANXA1	28.1288	49.1631	28.1288	3665.7918	13588.8	4449.5663
ANXA10	0.0316	0.0351	0.0316	0.8749	0.8	0
ANXA11	22.7049	25.9496	22.7049	5069.9913	5209.6	2686.0288
ANXA13	1.4749	0.0309	1.4749	8.7489	1.6	1.3851
ANXA2	59.6424	74.0644	59.6424	6048.119	11354	6452.7299
ANXA2P1	0.0484	0.1611	0.0484	29.7463	102.4	19.3917
ANXA2P2	31.5166	24.5152	31.5166	2159.2301	4745.2	2346.3969
ANXA2P3	0	0	0	4.3745	26.4	1.9392
ANXA3	1.5849	29.2585	1.5849	83.9895	3317.2	2851.4124
ANXA4	10.6971	11.4923	10.6971	952.7559	2658.8	1984.326
ANXA5	128.5562	128.5605	128.5562	7349.9563	8193.2	7349.735
ANXA6	111.2562	25.5243	111.2562	16699.0376	2992.4	3559.4868
ANXA7	52.446	31.8459	52.446	2994.7507	4713.6	3925.7131
ANXA8	0	0.1835	0	3.4996	272.8	0.554
ANXA8L1	0.0232	1.107	0.0232	0	0	0
ANXA8L2	0.0232	1.313	0.0232	0	287.2	0
ANXA9	1.4109	1.334	1.4109	22.7472	47.2	654.8857
AOAH	0.3894	1.4889	0.3894	48.9939	148	43.7699
AOC2	1.6694	1.9739	1.6694	19.2476	8.4	18.2836
AOC3	115.7464	15.3237	115.7464	17851.2686	893.6	674.0004
AOX1	65.5548	11.1229	65.5548	1115.4856	1596.4	386.172
AOX2P	0.0068	0.0151	0.0068	0	0	0
AP1AR	7.955	4.5823	7.955	577.4278	492.8	410.8272
AP1B1	19.4452	52.8246	19.4452	1937.0079	4188.8	2630.0699
AP1G1	7.8488	11.7248	7.8488	1401.5748	2826.8	2406.2342
AP1G2	9.2815	67.3855	9.2815	95.5031	878.1	671.2302
AP1M1	28.3603	15.2665	28.3603	1297.4628	614.8	688.6827
AP1M2	0.2583	19.3763	0.2583	0	1833.6	2284.6204
AP1S1	10.1456	22.9348	10.1456	279.965	1448.8	541.5828
AP1S2	4.696	3.092	4.696	827.6465	380.4	197.2414
AP1S3	0.0523	0.9574	0.0523	28.8714	378	1059.8955
AP2A1	40.0505	18.7452	40.0505	2128.1627	1295.408	1278.5785
AP2A2	18.1971	21.68	18.1971	2124.2345	1281.6	967.6463
AP2B1	29.323	26.3642	29.323	3714.7857	3652.8	6844.4425
AP2M1	108.9291	100.1583	108.9291	8123.3596	6805.6	5634.9538
AP2S1	39.8084	67.9227	39.8084	902.0122	1526.8	591.1701
AP3B1	7.4639	4.5039	7.4639	1035.8705	892	1917.286
AP3B2	0.4011	1.028	0.4011	6.1242	69.2	125.215
AP3D1	35.9807	41.4835	35.9807	3894.1382	2121.6	3812.4101
AP3M1	13.3261	9.1158	13.3261	1085.7393	1696	1275.4205
AP3M2	4.8973	4.0888	4.8973	345.5818	448	436.3135
AP3S1	32.7225	29.7408	32.7225	1312.336	870.8	760.7091
AP3S2	1.0809	0.9094	1.0809	1297.2441	1752.92	2087.1574
AP4B1	4.2618	4.1153	4.2618	193.9545	275.356	367.7555
AP4E1	3.1324	1.3173	3.1324	596.6754	259.2	296.9702
AP4M1	10.3231	13.6137	10.3231	361.3298	388.904	276.3319
AP4S1	1.4839	1.5504	1.4839	188.1015	146.8	143.4987
APAF1	1.3773	0.8941	1.3773	341.2073	486.8	444.3472
APBA1	1.5805	1.4989	1.5805	201.2248	112.4	101.668
APBA2	0.4248	0.9474	0.4248	25.3718	74.8	92.8032
APBA3	9.2738	8.4812	9.2738	188.1015	261.6	192.255
APBB1	19.6287	23.037	19.6287	1692.0385	858.8	1047.4294
APBB1IP	4.2823	0.7243	4.2823	289.5888	142.8	55.9589
APBB2	3.5266	5.2628	3.5266	1293.0884	458.8	3013.1947
APBB3	11.2717	14.8808	11.2717	194.2257	228	406.9489
APC	3.1862	1.8772	3.1862	1454.9431	731.6	846.0326
APC2	0.1338	0.243	0.1338	2.6247	21.024	5.0114
APCDD1	29.2596	24.8126	29.2596	764.6544	3455.2	165.3836
APCDD1L	1.9435	0.1387	1.9435	272.091	8.4	0
APCS	0.0484	0	0.0484	0	0	0
APEH	24.577	24.2336	24.577	1206.4742	2325.2	2396.8153
APEX1	35.5443	20.4062	35.5443	1893.2633	2651.6	2792.4062
APEX2	6.4187	3.7021	6.4187	298.3377	453.2	370.9357
APH1A	26.6893	46.5567	26.6893	1276.4654	4649.6	4695.01
APH1B	2.8749	5.5744	2.8749	260.7174	1365.6	869.8567
API5	23.5452	16.0949	23.5452	2127.734	3046.8	2564.1381
APIP	3.6859	3.1023	3.6859	481.6623	735.16	676.3025
APLF	0.7216	0.5276	0.7216	115.4856	54	56.513
APLN	1.1966	0.8877	1.1966	97.9878	189.2	66.4859
APLNR	3.2694	0.1087	3.2694	336.8329	150.8	519.4208
APLP1	0.9328	0.9584	0.9328	32.371	35.6	48.7563
APLP2	91.8266	88.8182	91.8266	11793.5258	21170.8	38815.0003
APOA1	0.4405	0.7506	0.4405	1.7498	5.2	57.8981
APOA1BP	25.6584	35.427	25.6584	1178.4777	2181.2	1695.3895
APOA2	0.1883	0.0696	0.1883	0	0	0
APOA4	0	0	0	0	0	0.8311
APOA5	0.0231	0.0257	0.0231	0	0	1.6621
APOB	0.2795	0.0168	0.2795	109.3613	8	2.4932
APOBEC1	0	0	0	0	0	0
APOBEC2	0.3503	0.0648	0.3503	17.4978	6	5.5405
APOBEC3A	0.0223	0.3092	0.0223	96.1242	53.6	4.9864
APOBEC3B	0.2599	0.0918	0.2599	18.4864	42.4	33.52
APOBEC3C	11.0475	8.8758	11.0475	485.5643	832.8	261.5111
APOBEC3D	0.8503	1.8273	0.8503	27.9965	162.8	45.155
APOBEC3F	1.1702	2.2699	1.1702	82.2397	283.6	209.7075
APOBEC3G	2.2505	3.8534	2.2505	73.4908	850.8	211.3696
APOBEC3H	0.0588	0.1087	0.0588	0	3.6	3.6013
APOBEC4	0	0	0	0	1.2	0
APOC1	1.838	1.5144	1.838	83.9895	358	95.5734
APOC1P1	0.0955	0	0.0955	0	0	0
APOC2	0	0	0	0.8749	100.4	3.3243
APOC3	0.2069	0.2296	0.2069	0	0	1.1081
APOD	394.5461	132.8709	394.5461	4525.8093	2576.8	3217.3617
APOE	25.8967	9.589	25.8967	1267.7165	1241.6	605.8524
APOF	0.0392	0.2899	0.0392	0	80	0.277
APOH	0.0841	0.0746	0.0841	0	0	0.277
APOL1	22.4618	21.1127	22.4618	873.1409	2096	382.8478
APOL2	22.1571	24.5351	22.1571	750.6562	868	462.3538
APOL3	13.4224	7.125	13.4224	444.4444	609.2	432.9892
APOL4	3.0928	10.2777	3.0928	180.2275	5532	84.4924
APOL5	0.0779	0.0173	0.0779	0	0	0.277
APOL6	3.0877	0.656	3.0877	650.9186	1929.2	1161.0094
APOLD1	16.2831	20.2342	16.2831	1721.7848	812.4	4600.2094
APOM	1.029	1.7941	1.029	22.7472	37.2	80.3371
APOO	5.9161	6.8116	5.9161	98.8626	363.6	379.8005
APOOL	2.0668	0.7968	2.0668	210.8486	297.6	185.0523
APP	91.0539	50.4228	91.0539	23124.2345	12395.2	37302.1699
APPBP2	5.5993	4.6181	5.5993	1349.9563	1780.8	1319.4673
APPL1	9.1469	3.1219	9.1469	1607.1741	1561.6	1691.7882
APPL2	8.6254	21.7738	8.6254	395.4506	2320.8	614.1632
APRT	49.3177	91.5763	49.3177	733.1584	1636.8	1255.7517
APTX	5.9221	9.6712	5.9221	350.8311	661.6	387.2801
AQP1	0.9871	0.8571	0.9871	14787.3666	2584.784	1316.0267
AQP10	0.0391	0.0217	0.0391	1.7498	8	0.277
AQP11	0.6545	1.774	0.6545	8.7489	360.8	57.6211
AQP12A	0	0	0	0	0	0
AQP12B	0.0136	0.0151	0.0136	0	0	1.3851
AQP2	0	0	0	9.6238	4.4	1.3851
AQP3	2.127	70.4954	2.127	83.9895	9668.8	91.141
AQP4	0.0265	0.2354	0.0265	2.6247	32.4	1154.0838
